racer_no,name,kana,branch,grade,era,birth_ymd,sex,age,height,weight,blood,win_rate,place_rate,avg_st,prev_grade,prev2_grade,prev3_grade,prev_ability_index,ability_index,year,season,period_from,period_to,training_term,birthplace,course1_entry_count,course1_place_rate,course1_avg_st,course1_avg_st_rank,course2_entry_count,course2_place_rate,course2_avg_st,course2_avg_st_rank,course3_entry_count,course3_place_rate,course3_avg_st,course3_avg_st_rank,course4_entry_count,course4_place_rate,course4_avg_st,course4_avg_st_rank,course5_entry_count,course5_place_rate,course5_avg_st,course5_avg_st_rank,course6_entry_count,course6_place_rate,course6_avg_st,course6_avg_st_rank
4319,三　宅　　　　潤,ﾐﾔｹ ｼﾞｭﾝ,大阪,A2,S,600309,1,40,164,56,A,6.01,42.3,0.17,A2,A2,A2,52.0,52.0,2026,1,20250501,20251031,95,大　阪,25,88.0,0.16,2.9,30,50.0,0.16,3.8,23,34.7,0.15,3.1,20,40.0,0.16,3.2,28,21.4,0.2,4.0,18,11.1,0.22,5.1
4320,峰　　　　竜　太,ﾐﾈ ﾘｭｳﾀ,佐賀,A1,S,600330,1,40,171,52,B,8.0,56.5,0.14,A1,A1,A1,74.0,71.0,2026,1,20250501,20251031,95,佐　賀,21,76.1,0.14,3.8,17,64.7,0.15,4.0,18,50.0,0.13,3.3,13,53.8,0.15,3.5,22,50.0,0.15,3.3,8,25.0,0.13,3.5
4323,山　田　　佑　樹,ﾔﾏﾀﾞ ﾕｳｷ,岡山,B1,S,611014,1,39,169,59,B,4.6,27.2,0.16,B1,A2,B1,49.0,47.0,2026,1,20250501,20251031,95,岡　山,15,66.6,0.16,3.3,17,47.0,0.14,3.2,18,11.1,0.16,3.2,18,44.4,0.17,3.3,22,0.0,0.16,3.5,20,10.0,0.18,3.9
4324,海　野　　康志郎,ｳﾝﾉ ｺｳｼﾛｳ,山口,A1,S,621215,1,38,173,62,A,7.31,56.9,0.14,A1,A1,A1,62.0,61.0,2026,1,20250501,20251031,95,山　口,38,81.5,0.12,2.4,34,67.6,0.14,3.1,32,53.1,0.14,2.9,27,37.0,0.16,3.4,27,44.4,0.16,3.7,7,14.2,0.15,3.9
4325,新　出　　浩　司,ｼﾝﾃﾞ ｺｳｼﾞ,大阪,B1,S,580415,1,42,168,52,A,4.71,25.0,0.14,B1,B1,A2,49.0,48.0,2026,1,20250501,20251031,96,大　阪,22,59.0,0.13,2.7,17,35.2,0.14,3.3,22,13.6,0.13,2.0,16,18.7,0.13,2.5,17,17.6,0.14,2.5,18,0.0,0.15,3.8
4327,加　藤　　　　翔,ｶﾄｳ ｼｮｳ,静岡,B1,S,580609,1,42,159,53,A,4.16,19.3,0.18,B1,B1,B1,46.0,46.0,2026,1,20250501,20251031,96,静　岡,15,40.0,0.17,3.3,20,10.0,0.2,4.6,26,23.0,0.17,3.5,20,20.0,0.17,3.8,21,9.5,0.18,3.4,12,16.6,0.2,4.5
4329,小　松　　卓　司,ｺﾏﾂ ﾀｸｼﾞ,福岡,B1,S,580712,1,42,161,52,O,3.79,18.1,0.16,B1,B1,B1,48.0,44.0,2026,1,20250501,20251031,96,福　岡,18,61.1,0.14,3.1,20,25.0,0.16,3.4,21,4.7,0.14,2.9,24,12.5,0.16,3.1,22,9.0,0.18,3.7,16,0.0,0.21,5.0
4330,奈　須　　啓　太,ﾅｽ ｹｲﾀ,福岡,A2,S,580817,1,42,159,51,A,6.15,43.0,0.13,A2,B2,A2,52.0,52.0,2026,1,20250501,20251031,96,福　岡,20,75.0,0.13,1.8,16,43.7,0.11,2.3,18,61.1,0.13,2.1,20,40.0,0.15,2.1,14,14.2,0.12,2.9,12,0.0,0.14,3.0
4331,三　好　　勇　人,ﾐﾖｼ ﾊﾔﾄ,香川,A2,S,580903,1,42,171,54,A,5.95,36.0,0.15,B1,A2,A2,52.0,52.0,2026,1,20250501,20251031,96,愛　媛,16,87.5,0.16,2.5,21,33.3,0.13,2.4,22,27.2,0.15,3.0,24,37.5,0.14,2.6,18,11.1,0.15,3.1,10,20.0,0.19,4.2
4332,村　上　　彰　一,ﾑﾗｶﾐ ｼｮｳｲﾁ,福岡,B1,S,580924,1,42,168,58,A,4.21,20.7,0.19,B1,B1,B1,48.0,46.0,2026,1,20250501,20251031,96,福　岡,12,41.6,0.15,3.8,15,20.0,0.2,4.0,13,30.7,0.2,3.8,15,20.0,0.19,3.7,14,7.1,0.2,4.0,13,7.6,0.21,4.6
4335,若　林　　　　将,ﾜｶﾊﾞﾔｼ ｼｮｳ,東京,A1,S,590108,1,41,170,56,O,6.84,51.2,0.12,A1,A1,A1,59.0,58.0,2026,1,20250501,20251031,96,千　葉,28,85.7,0.1,1.7,19,73.6,0.12,2.1,20,50.0,0.13,2.6,18,44.4,0.11,2.0,18,16.6,0.12,2.3,20,20.0,0.13,2.7
4336,松　田　　竜　馬,ﾏﾂﾀﾞ ﾀﾂﾏ,福岡,B1,S,590122,1,41,166,54,A,5.18,30.8,0.15,A2,A2,A2,50.0,50.0,2026,1,20250501,20251031,96,鹿児島,27,77.7,0.15,2.3,22,45.4,0.14,2.9,26,23.0,0.14,2.5,23,30.4,0.14,3.1,31,6.4,0.15,3.2,20,0.0,0.16,3.9
4337,平　本　　真　之,ﾋﾗﾓﾄ ﾏｻﾕｷ,愛知,A1,S,590505,1,41,160,55,A,7.12,51.0,0.13,A1,A1,A1,70.0,67.0,2026,1,20250501,20251031,96,愛　知,32,93.7,0.12,2.3,22,31.8,0.13,3.3,23,52.1,0.14,2.7,23,52.1,0.13,2.4,31,35.4,0.12,2.7,18,22.2,0.16,3.8
4339,平　瀬　　城　啓,ﾋﾗｾ ｸﾆﾋﾛ,福井,B1,S,590616,1,41,163,55,AB,4.09,19.6,0.17,B1,B1,B1,46.0,45.0,2026,1,20250501,20251031,96,富　山,16,50.0,0.15,3.3,21,19.0,0.18,3.7,17,17.6,0.18,3.8,23,21.7,0.15,2.9,20,10.0,0.18,4.4,15,0.0,0.2,4.8
4340,土　性　　雅　也,ﾄﾞｼｮｳ ﾏｻﾔ,三重,B2,S,590806,1,41,162,57,A,0.0,0.0,0.0,B2,B1,B1,10.0,0.0,2026,1,20250501,20251031,96,三　重,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
4342,谷　野　　錬　志,ﾔﾉ ﾚﾝｼ,静岡,A1,S,590911,1,41,166,54,A,7.48,65.9,0.14,B1,A1,A1,54.0,56.0,2026,1,20250501,20251031,96,静　岡,28,92.8,0.13,2.9,22,77.2,0.14,2.5,24,70.8,0.12,2.7,20,65.0,0.12,1.9,21,33.3,0.15,3.1,17,41.1,0.17,3.6
4343,村　岡　　　　賢,ﾑﾗｵｶ ｹﾝ,広島,B1,S,590915,1,41,165,54,A,3.63,9.9,0.18,B1,B1,B1,44.0,45.0,2026,1,20250501,20251031,96,広　島,12,8.3,0.17,3.9,22,13.6,0.18,3.9,20,20.0,0.18,3.4,15,6.6,0.19,4.2,29,6.9,0.17,4.2,13,0.0,0.21,5.3
4344,新　田　　雄　史,ﾆｯﾀ ﾕｳｼ,三重,A1,S,600219,1,40,169,56,B,7.79,56.2,0.12,A1,A1,A1,67.0,67.0,2026,1,20250501,20251031,96,三　重,29,93.1,0.1,2.0,20,60.0,0.14,2.8,25,48.0,0.12,2.6,15,46.6,0.12,2.7,20,40.0,0.14,2.8,12,16.6,0.15,3.3
4345,西　舘　　　　健,ﾆｼﾀﾞﾃ ｹﾝ,東京,A2,S,600228,1,40,168,54,AB,5.62,35.0,0.17,A2,A2,B1,50.0,50.0,2026,1,20250501,20251031,96,神奈川,21,71.4,0.14,2.7,16,18.7,0.15,3.1,17,41.1,0.16,3.2,17,35.2,0.19,3.8,14,7.1,0.19,4.3,15,20.0,0.19,4.1
4346,前　田　　健太郎,ﾏｴﾀﾞ ｹﾝﾀﾛｳ,福岡,B1,S,600420,1,40,166,53,A,4.11,26.9,0.17,B1,B1,B1,45.0,44.0,2026,1,20250501,20251031,96,福　岡,11,63.6,0.13,2.9,22,31.8,0.22,4.3,17,41.1,0.13,2.7,16,25.0,0.18,3.9,22,13.6,0.16,3.3,14,0.0,0.18,3.7
4347,魚　谷　　香　織,ｳｵﾀﾆ ｶｵﾘ,福岡,A2,S,600426,2,40,155,46,AB,5.93,42.9,0.18,A2,A2,A1,55.0,54.0,2026,1,20250501,20251031,96,山　口,21,76.1,0.16,3.6,17,47.0,0.17,3.6,18,66.6,0.17,3.1,19,31.5,0.2,4.1,14,28.5,0.2,4.2,18,0.0,0.16,3.6
4348,宮　崎　　　　奨,ﾐﾔｻﾞｷ ｽｽﾑ,香川,A2,S,600821,1,40,171,55,AB,6.14,42.8,0.16,A2,A1,A1,55.0,53.0,2026,1,20250501,20251031,96,香　川,27,81.4,0.13,2.5,23,43.4,0.14,3.7,17,35.2,0.14,3.8,26,38.4,0.18,4.2,18,33.3,0.18,4.0,22,13.6,0.18,4.3
4349,犬　童　　千　秋,ｲﾝﾄﾞｳ ﾁｱｷ,福岡,B1,S,600913,2,40,157,49,A,5.1,33.3,0.14,B1,B1,A2,50.0,48.0,2026,1,20250501,20251031,96,宮　崎,15,73.3,0.15,3.0,17,29.4,0.15,3.0,15,26.6,0.14,2.7,19,36.8,0.16,2.7,15,40.0,0.13,2.5,18,0.0,0.12,2.8
4350,篠　崎　　元　志,ｼﾉｻﾞｷ ﾓﾄｼ,福岡,A1,S,610228,1,39,170,53,A,7.07,46.2,0.14,A1,A1,A1,71.0,68.0,2026,1,20250501,20251031,96,福　岡,27,81.4,0.12,2.2,16,37.5,0.13,3.4,28,50.0,0.16,3.8,28,42.8,0.15,3.5,19,26.3,0.12,2.5,16,18.7,0.14,3.6
4351,里　岡　　右　貴,ｻﾄｵｶ ﾕｳｷ,福岡,A1,S,610315,1,39,161,56,B,6.68,51.1,0.14,A1,A1,A1,56.0,53.0,2026,1,20250501,20251031,96,福　岡,33,81.8,0.14,2.3,20,60.0,0.13,2.6,21,66.6,0.14,2.7,20,30.0,0.13,2.5,17,29.4,0.12,2.4,22,18.1,0.14,2.6
4352,下　條　　雄太郎,ｼﾓｼﾞｮｳ ﾕｳﾀﾛｳ,長崎,A1,S,610401,1,39,167,53,AB,6.85,51.7,0.14,A1,A1,A1,64.0,57.0,2026,1,20250501,20251031,96,長　崎,27,92.5,0.13,2.3,16,56.2,0.16,3.1,18,44.4,0.13,2.8,17,29.4,0.16,3.3,16,31.2,0.13,2.7,18,33.3,0.14,3.1
4355,小　川　　広　大,ｵｶﾞﾜ ｺｳﾀﾞｲ,福岡,B1,S,581223,1,42,172,61,A,3.54,15.8,0.2,B1,B1,B1,43.0,44.0,2026,1,20250501,20251031,97,福　岡,12,58.3,0.17,2.8,20,15.0,0.22,4.5,16,12.5,0.19,4.4,17,23.5,0.2,4.0,21,0.0,0.19,3.6,15,0.0,0.22,4.2
4356,長　岡　　良　也,ﾅｶﾞｵｶ ﾘｮｳﾔ,兵庫,A1,S,590318,1,41,167,53,O,6.56,47.6,0.15,A1,A2,A1,55.0,54.0,2026,1,20250501,20251031,97,兵　庫,23,86.9,0.13,1.9,23,43.4,0.14,2.7,25,44.0,0.16,2.8,25,40.0,0.16,3.3,24,37.5,0.17,3.3,8,12.5,0.13,2.6
4357,田　中　　和　也,ﾀﾅｶ ｶｽﾞﾔ,大阪,A1,S,590629,1,41,166,53,A,6.84,54.4,0.16,A1,A1,A1,57.0,55.0,2026,1,20250501,20251031,97,大　阪,34,76.4,0.16,3.5,18,66.6,0.16,3.4,28,50.0,0.16,3.3,18,38.8,0.14,3.2,14,42.8,0.17,2.9,11,18.1,0.17,3.9
4358,松　本　　庸　平,ﾏﾂﾓﾄ ﾖｳﾍｲ,三重,B1,S,590824,1,41,164,50,O,4.42,27.0,0.2,B1,B1,B1,45.0,46.0,2026,1,20250501,20251031,97,三　重,16,56.2,0.15,3.3,24,41.6,0.21,4.2,20,35.0,0.18,3.7,17,5.8,0.26,4.5,22,9.0,0.23,4.6,12,8.3,0.18,4.3
4359,横　川　　聖　志,ﾖｺｶﾞﾜ ｻﾄｼ,徳島,A2,S,590830,1,41,169,58,O,5.55,38.1,0.13,B1,B1,B1,49.0,50.0,2026,1,20250501,20251031,97,徳　島,15,86.6,0.13,2.7,18,33.3,0.16,2.7,13,46.1,0.13,1.8,14,42.8,0.11,2.0,18,16.6,0.12,2.7,19,15.7,0.14,3.6
4360,庄　司　　孝　輔,ｼｮｳｼﾞ ｺｳｽｹ,静岡,B1,S,591003,1,41,168,53,O,4.9,28.6,0.18,B1,B1,B1,46.0,48.0,2026,1,20250501,20251031,97,静　岡,26,57.6,0.16,2.9,24,33.3,0.19,4.1,26,38.4,0.19,3.7,27,11.1,0.18,3.7,20,15.0,0.16,3.2,13,0.0,0.18,4.4
4361,柳　生　　泰　二,ﾔｷﾞｭｳ ﾀｲｼﾞ,山口,A1,S,591030,1,41,165,54,B,7.31,58.5,0.15,A1,A1,A1,65.0,57.0,2026,1,20250501,20251031,97,山　口,30,96.6,0.16,3.3,22,59.0,0.16,3.8,22,40.9,0.14,2.8,23,65.2,0.14,2.6,16,43.7,0.13,2.6,15,13.3,0.16,2.8
4362,土　屋　　智　則,ﾂﾁﾔ ﾄﾓﾉﾘ,群馬,A1,S,600206,1,40,164,54,B,6.95,44.6,0.13,A1,A1,A1,71.0,67.0,2026,1,20250501,20251031,97,群　馬,29,79.3,0.11,2.5,26,46.1,0.14,2.9,20,30.0,0.13,3.9,19,47.3,0.12,3.1,22,31.8,0.14,2.3,14,7.1,0.15,4.5
4363,大　野　　芳　顕,ｵｵﾉ ﾖｼｱｷ,福岡,A2,S,600217,1,40,169,53,A,5.6,33.3,0.15,A2,A2,A2,52.0,51.0,2026,1,20250501,20251031,97,福　岡,29,75.8,0.13,2.5,22,22.7,0.16,3.2,24,20.8,0.15,2.6,24,33.3,0.14,2.8,25,28.0,0.16,3.2,20,5.0,0.17,4.0
4364,池　永　　　　太,ｲｹﾅｶﾞ ﾌﾄｼ,福岡,A1,S,600319,1,40,169,54,A,6.94,55.7,0.14,A1,A1,A1,64.0,55.0,2026,1,20250501,20251031,97,宮　崎,37,86.4,0.14,3.1,21,47.6,0.13,2.7,23,65.2,0.13,3.0,19,52.6,0.14,2.9,26,30.7,0.13,2.5,14,21.4,0.18,3.5
4365,盛　本　　真　輔,ﾓﾘﾓﾄ ｼﾝｽｹ,兵庫,B1,S,600925,1,40,169,52,B,5.3,36.0,0.17,B1,A2,B1,48.0,49.0,2026,1,20250501,20251031,97,兵　庫,23,82.6,0.16,3.0,24,37.5,0.16,3.7,19,26.3,0.17,2.9,21,38.1,0.17,3.0,23,13.0,0.18,3.8,15,6.6,0.23,4.1
4366,前　沢　　丈　史,ﾏｴｻﾞﾜ ﾀｹｼ,東京,A1,S,601009,1,40,170,57,AB,6.24,44.2,0.15,A1,A1,A2,56.0,53.0,2026,1,20250501,20251031,97,茨　城,29,79.3,0.16,3.3,21,47.6,0.15,2.8,23,34.7,0.13,2.1,26,46.1,0.15,2.3,26,26.9,0.14,2.7,13,7.6,0.14,3.5
4367,山　口　　修　路,ﾔﾏｸﾞﾁ ｼｭｳｼﾞ,福岡,B1,S,601025,1,40,165,53,A,4.6,23.1,0.2,B1,B1,B1,49.0,48.0,2026,1,20250501,20251031,97,福　岡,13,69.2,0.13,2.5,18,22.2,0.2,4.7,23,21.7,0.19,4.0,25,16.0,0.21,4.6,14,14.2,0.18,3.9,15,6.6,0.26,5.1
4368,山　口　　隆　史,ﾔﾏｸﾞﾁ ﾀｶﾌﾐ,福岡,B1,S,601025,1,40,164,51,A,4.21,20.5,0.19,B1,B1,B1,47.0,46.0,2026,1,20250501,20251031,97,福　岡,13,69.2,0.16,2.8,20,25.0,0.16,4.0,22,18.1,0.21,4.0,22,9.0,0.2,3.8,19,15.7,0.18,4.5,16,0.0,0.23,5.4
4369,丹　下　　　　将,ﾀﾝｹﾞ ﾀﾓﾂ,愛知,A2,S,601029,1,40,170,60,A,5.91,45.1,0.16,A1,A2,A2,53.0,51.0,2026,1,20250501,20251031,97,愛　知,24,87.5,0.15,2.9,21,28.5,0.17,4.2,23,43.4,0.15,3.8,18,66.6,0.16,3.1,21,28.5,0.16,3.0,17,5.8,0.19,4.4
4370,山　口　　達　也,ﾔﾏｸﾞﾁ ﾀﾂﾔ,岡山,A1,S,611001,1,39,168,52,AB,6.99,56.4,0.14,A1,A1,A1,63.0,59.0,2026,1,20250501,20251031,97,岡　山,40,82.5,0.12,2.6,24,70.8,0.14,4.0,25,52.0,0.15,3.3,21,38.1,0.15,2.9,16,43.7,0.17,3.4,21,23.8,0.16,3.2
4371,西　山　　貴　浩,ﾆｼﾔﾏ ﾀｶﾋﾛ,福岡,A1,S,620515,1,38,169,53,A,6.84,39.3,0.13,A1,A1,A1,70.0,69.0,2026,1,20250501,20251031,97,福　岡,26,88.4,0.12,2.3,15,46.6,0.13,3.2,24,25.0,0.14,3.7,19,36.8,0.14,3.0,18,16.6,0.13,3.1,14,0.0,0.15,5.0
4372,原　田　　佑　実,ﾊﾗﾀﾞ ﾕﾐ,大阪,A2,S,620806,2,38,161,48,B,5.98,39.2,0.17,B1,A2,B1,48.0,51.0,2026,1,20250501,20251031,97,愛　知,15,80.0,0.18,3.2,16,50.0,0.17,3.6,13,38.4,0.2,3.8,15,20.0,0.15,3.9,11,36.3,0.15,2.6,14,7.1,0.19,3.9
4373,若　狭　　奈美子,ﾜｶｻ ﾅﾐｺ,岡山,A1,S,630622,2,37,158,46,B,6.45,52.2,0.18,A2,A2,B1,52.0,55.0,2026,1,20250501,20251031,97,岡　山,25,72.0,0.16,3.2,20,70.0,0.15,3.1,19,52.6,0.19,3.8,22,50.0,0.19,3.9,13,38.4,0.19,4.0,14,7.1,0.22,4.1
4374,永　田　　義　紘,ﾅｶﾞﾀ ﾖｼﾋﾛ,広島,B1,S,590427,1,41,168,52,A,4.68,21.6,0.16,B1,B1,B1,47.0,47.0,2026,1,20250501,20251031,98,広　島,17,58.8,0.15,2.4,22,27.2,0.14,3.0,23,8.7,0.16,3.0,21,23.8,0.17,3.0,20,10.0,0.16,3.5,16,6.2,0.18,4.3
4375,照　屋　　厚　仁,ﾃﾙﾔ ｱﾂﾋﾄ,兵庫,A2,S,590506,1,41,160,52,B,5.56,38.9,0.17,A2,A2,A1,51.0,50.0,2026,1,20250501,20251031,98,大　阪,24,75.0,0.16,2.8,20,35.0,0.19,3.8,25,52.0,0.17,3.0,22,31.8,0.15,3.2,21,23.8,0.17,3.2,19,5.2,0.18,4.2
4376,藤　田　　靖　弘,ﾌｼﾞﾀ ﾔｽﾋﾛ,静岡,A2,S,590524,1,41,165,53,O,5.68,38.2,0.16,A2,B1,A2,52.0,51.0,2026,1,20250501,20251031,98,静　岡,23,78.2,0.14,2.5,24,33.3,0.15,3.0,23,43.4,0.14,2.9,25,36.0,0.17,3.3,20,20.0,0.15,3.2,21,14.2,0.19,3.8
4377,濱　本　　優　一,ﾊﾏﾓﾄ ﾕｳｲﾁ,大阪,A1,S,590621,1,41,170,50,AB,6.99,59.0,0.15,A2,A2,A2,51.0,54.0,2026,1,20250501,20251031,98,大　阪,32,84.3,0.14,2.6,26,69.2,0.15,2.9,21,38.1,0.15,2.8,18,88.8,0.1,2.2,26,46.1,0.14,2.6,21,19.0,0.19,4.0
4379,桑　島　　和　宏,ｸﾜｼﾞﾏ ｶｽﾞﾋﾛ,東京,A1,S,590808,1,41,163,58,O,6.49,47.7,0.16,A1,A2,A2,53.0,54.0,2026,1,20250501,20251031,98,千　葉,26,96.1,0.14,3.2,25,64.0,0.15,2.8,19,57.8,0.14,2.2,21,23.8,0.14,3.1,25,20.0,0.19,3.7,20,15.0,0.18,4.1
4380,鈴　木　　峻　佑,ｽｽﾞｷ ｼｭﾝｽｹ,静岡,B1,S,590819,1,41,169,54,O,4.39,24.5,0.17,B1,B1,B1,47.0,46.0,2026,1,20250501,20251031,98,静　岡,16,75.0,0.14,3.1,22,22.7,0.18,3.5,26,34.6,0.16,2.8,18,16.6,0.17,3.3,21,4.7,0.18,3.7,19,0.0,0.16,3.4
4381,田　路　　朋　史,ﾄｳｼﾞ ﾄﾓﾋﾄ,兵庫,A2,S,590914,1,41,164,52,A,5.92,39.8,0.17,A1,A2,B1,53.0,52.0,2026,1,20250501,20251031,98,兵　庫,27,62.9,0.2,4.1,21,57.1,0.17,3.0,17,64.7,0.15,2.7,19,21.0,0.14,2.5,23,17.3,0.15,2.4,16,6.2,0.18,4.0
4382,高　山　　智　至,ﾀｶﾔﾏ ｻﾄｼ,滋賀,B1,S,591013,1,41,170,58,A,3.97,18.4,0.16,B1,B1,B1,49.0,45.0,2026,1,20250501,20251031,98,京　都,19,36.8,0.12,2.8,25,24.0,0.16,3.4,23,21.7,0.15,3.1,25,12.0,0.18,3.3,22,9.0,0.17,3.5,16,6.2,0.18,4.8
4383,竹　田　　吉　行,ﾀｹﾀﾞ ﾖｼﾕｷ,徳島,A2,S,600404,1,40,168,53,A,5.63,39.3,0.16,A2,A2,A2,51.0,51.0,2026,1,20250501,20251031,98,徳　島,22,77.2,0.13,2.5,22,45.4,0.16,2.6,19,57.8,0.16,3.1,21,19.0,0.16,3.5,21,14.2,0.17,3.6,12,8.3,0.22,4.6
4384,鶴　本　　崇　文,ﾂﾙﾓﾄ ﾀｶﾌﾐ,大阪,A1,S,600520,1,40,165,54,A,6.69,46.7,0.18,A1,A2,A2,54.0,54.0,2026,1,20250501,20251031,98,大　阪,31,87.1,0.15,2.4,22,54.5,0.16,3.3,22,54.5,0.16,2.8,22,45.4,0.19,3.8,20,10.0,0.19,4.5,20,5.0,0.24,4.7
4385,鈴　木　　祐美子,ｽｽﾞｷ ﾕﾐｺ,三重,B1,S,600709,2,40,153,50,A,3.8,11.2,0.22,B1,B1,B1,45.0,45.0,2026,1,20250501,20251031,98,三　重,10,30.0,0.19,3.3,13,15.3,0.25,5.2,12,8.3,0.23,4.3,11,9.0,0.24,3.8,13,0.0,0.19,4.6,12,8.3,0.22,4.5
4387,平　山　　智　加,ﾋﾗﾔﾏ ﾁｶ,香川,A1,S,600713,2,40,156,47,O,7.13,51.2,0.15,A1,A1,A1,60.0,59.0,2026,1,20250501,20251031,98,香　川,31,87.1,0.15,3.2,17,64.7,0.18,3.0,18,44.4,0.14,2.6,24,45.8,0.15,2.6,14,21.4,0.15,2.0,17,11.7,0.17,4.2
4388,是　澤　　孝　宏,ｺﾚｻﾜ ﾀｶﾋﾛ,滋賀,A2,S,600715,1,40,169,52,A,5.95,45.8,0.18,A2,A2,A1,53.0,53.0,2026,1,20250501,20251031,98,京　都,21,76.1,0.15,3.2,23,39.1,0.19,3.9,20,55.0,0.16,3.6,19,47.3,0.2,3.9,19,36.8,0.18,3.5,18,16.6,0.2,4.4
4389,伊　藤　　喜　智,ｲﾄｳ ﾖｼﾄﾓ,大阪,B1,S,600920,1,40,162,53,A,4.68,24.2,0.18,B1,B1,A2,49.0,48.0,2026,1,20250501,20251031,98,大　阪,16,31.2,0.18,4.6,16,37.5,0.19,4.2,21,28.5,0.16,3.4,19,15.7,0.16,3.3,12,25.0,0.19,2.9,15,6.6,0.2,4.4
4390,松　本　　弓　雄,ﾏﾂﾓﾄ ﾕﾐｵ,徳島,B1,S,610327,1,39,169,53,O,3.45,12.7,0.21,B1,B1,B1,46.0,43.0,2026,1,20250501,20251031,98,高　知,14,14.2,0.24,4.9,12,16.6,0.2,5.0,17,17.6,0.23,4.9,11,0.0,0.22,5.1,18,16.6,0.19,3.9,14,7.1,0.22,4.8
4391,松　田　　祐　季,ﾏﾂﾀﾞ ﾕｳｷ,福井,A1,S,610425,1,39,164,55,O,6.66,48.6,0.17,A1,A1,A1,65.0,56.0,2026,1,20250501,20251031,98,福　井,34,82.3,0.16,3.1,24,50.0,0.19,4.0,23,47.8,0.15,3.3,23,39.1,0.18,3.6,23,34.7,0.14,3.1,21,19.0,0.2,5.0
4393,田　中　　孝　明,ﾀﾅｶ ﾀｶｱｷ,福岡,B1,S,610507,1,39,165,61,A,4.44,19.3,0.19,B1,B1,B1,46.0,47.0,2026,1,20250501,20251031,98,福　岡,14,57.1,0.14,2.1,23,21.7,0.18,4.0,21,23.8,0.15,3.4,21,9.5,0.21,4.7,19,10.5,0.2,4.5,16,0.0,0.23,4.9
4394,永　嶋　　裕　一,ﾅｶﾞｼﾏ ﾕｳｲﾁ,福岡,A2,S,610509,1,39,165,56,A,5.97,31.0,0.14,B1,B1,B1,50.0,53.0,2026,1,20250501,20251031,98,福　岡,14,71.4,0.15,2.4,17,29.4,0.16,3.4,13,46.1,0.12,2.8,18,22.2,0.15,2.3,15,13.3,0.14,2.9,10,0.0,0.12,3.7
4395,下　河　　雅　史,ｼﾓｶﾞﾜ ﾏｻﾌﾐ,福岡,B1,S,610515,1,39,171,58,O,4.39,20.7,0.18,A2,A2,B1,52.0,46.0,2026,1,20250501,20251031,98,福　岡,20,50.0,0.16,3.5,15,13.3,0.2,4.2,18,11.1,0.19,3.8,20,15.0,0.17,3.8,15,13.3,0.16,3.6,18,16.6,0.2,4.9
4396,大　田　　直　弥,ｵｵﾀ ﾅｵﾔ,山口,A2,S,610703,1,39,161,55,B,5.57,31.4,0.19,B1,B1,B1,49.0,51.0,2026,1,20250501,20251031,98,山　口,17,64.7,0.18,3.9,16,37.5,0.18,3.4,22,27.2,0.16,3.6,22,27.2,0.19,4.5,20,15.0,0.2,4.4,8,12.5,0.25,5.6
4397,西　村　　拓　也,ﾆｼﾑﾗ ﾀｸﾔ,大阪,A1,S,611201,1,39,165,53,A,6.96,53.0,0.14,A1,A1,A1,67.0,60.0,2026,1,20250501,20251031,98,大　阪,35,82.8,0.14,2.9,26,50.0,0.13,3.3,27,59.2,0.13,3.0,21,42.8,0.14,3.1,23,34.7,0.14,3.5,17,23.5,0.16,4.1
4398,船　岡　　洋一郎,ﾌﾅｵｶ ﾖｳｲﾁﾛｳ,広島,A1,S,620220,1,38,168,53,A,6.82,53.3,0.14,A1,A1,A1,63.0,56.0,2026,1,20250501,20251031,98,広　島,31,83.8,0.13,2.4,24,62.5,0.14,3.2,16,62.5,0.13,2.8,23,43.4,0.13,2.8,25,28.0,0.13,2.7,13,23.0,0.19,4.7
4399,松　本　　晶　恵,ﾏﾂﾓﾄ ｱｷｴ,群馬,B2,S,620603,2,38,154,44,A,0.0,0.0,0.0,B1,A2,A2,47.0,0.0,2026,1,20250501,20251031,98,群　馬,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
4400,加　藤　　奈　月,ｶﾄｳ ﾅﾂｷ,福井,B1,S,630728,2,37,157,55,O,4.25,17.3,0.19,B1,B1,B1,46.0,47.0,2026,1,20250501,20251031,98,福　井,11,27.2,0.16,3.5,19,21.0,0.19,3.9,18,33.3,0.18,3.4,16,12.5,0.19,3.7,16,6.2,0.2,4.0,12,0.0,0.21,4.7
4401,小　林　　　　泰,ｺﾊﾞﾔｼ ﾔｽｼ,東京,A2,S,591109,1,41,168,54,O,5.84,41.2,0.14,A2,A1,A2,55.0,53.0,2026,1,20250501,20251031,99,山　梨,24,79.1,0.12,1.9,16,56.2,0.15,2.7,19,42.1,0.14,2.7,20,25.0,0.15,2.8,19,21.0,0.15,3.3,16,12.5,0.15,3.0
